Date,AAPL,AMZN,COST,GOOGL,JPM,LMT,META,MSFT,MSTR,NFLX,NVDA,TSLA,TSM,XOM
2016-07-11,24.2450008392334,37.68899917602539,166.72000122070312,36.36000061035156,62.27000045776367,254.38999938964844,117.87000274658205,52.59000015258789,18.05500030517578,9.467000007629396,1.3005000352859497,14.985333442687988,27.200000762939453,93.88999938964844
2016-07-12,24.354999542236328,37.41049957275391,166.27999877929688,36.6254997253418,63.20000076293945,254.6999969482422,117.93000030517578,53.209999084472656,18.15999984741211,9.597000122070312,1.3200000524520874,14.976667404174805,26.96999931335449,94.9499969482422
2016-07-13,24.217500686645508,37.13150024414063,166.77999877929688,36.4739990234375,63.15999984741211,255.8999938964844,116.77999877929688,53.5099983215332,18.15800094604492,9.642999649047852,1.319499969482422,14.835332870483398,26.88999938964844,94.87999725341795
2016-07-14,24.69750022888184,37.060001373291016,166.94000244140625,36.790000915527344,64.12000274658203,256.0,117.29000091552734,53.7400016784668,18.22100067138672,9.802000045776367,1.3329999446868896,14.768667221069336,27.11000061035156,94.9499969482422
2016-07-15,24.69499969482422,36.77199935913086,166.41000366210938,36.78150177001953,64.18000030517578,256.9800109863281,116.86000061035156,53.70000076293945,18.72100067138672,9.83899974822998,1.3174999952316284,14.69333267211914,27.01000022888184,95.12000274658205
2016-07-18,24.957500457763672,36.80350112915039,167.50999450683594,37.65999984741211,63.959999084472656,256.2900085449219,119.37000274658205,53.959999084472656,18.739999771118164,9.880999565124512,1.3242499828338623,15.083333015441896,27.63999938964844,94.81999969482422
2016-07-19,24.967500686645508,36.997501373291016,168.1199951171875,37.670501708984375,63.86000061035156,258.9599914550781,120.61000061035156,53.09000015258789,18.655000686645508,8.583999633789062,1.3380000591278076,15.017333030700684,27.270000457763672,94.47000122070312
2016-07-20,24.989999771118164,37.2859992980957,168.0399932861328,37.854000091552734,63.93000030517578,256.6700134277344,121.91999816894533,55.90999984741211,19.04800033569336,8.791000366210938,1.3554999828338623,15.223999977111816,27.549999237060547,93.93000030517578
2016-07-21,24.857500076293945,37.22150039672852,167.0500030517578,37.72050094604492,63.68999862670898,254.13999938964844,120.61000061035156,55.79999923706055,18.378999710083008,8.598999977111816,1.3305000066757202,14.699999809265137,27.479999542236328,93.8499984741211
2016-07-22,24.665000915527344,37.24300003051758,167.47000122070312,37.9640007019043,64.04000091552734,257.3099975585937,121.0,56.56999969482422,18.78400039672852,8.58899974822998,1.3667500019073486,14.817999839782717,27.739999771118164,94.01000213623048
2016-07-25,24.334999084472656,36.980499267578125,167.97000122070312,37.8759994506836,63.869998931884766,255.6199951171875,121.62999725341795,56.72999954223633,18.451000213623047,8.765999794006348,1.3919999599456787,15.333999633789062,27.86000061035156,92.1999969482422
2016-07-26,24.167499542236328,36.77949905395508,167.57000732421875,37.88249969482422,64.12999725341797,254.75999450683597,121.22000122070312,56.7599983215332,18.520999908447266,9.140999794006348,1.4157500267028809,15.300666809082031,28.32999992370605,91.52999877929688
2016-07-27,25.737499237060547,36.83349990844727,166.14999389648438,38.0984992980957,64.33000183105469,254.16000366210935,123.33999633789062,56.189998626708984,18.29800033569336,9.20400047302246,1.4014999866485596,15.232666969299316,28.100000381469727,90.91000366210938
2016-07-28,26.084999084472656,37.63050079345703,166.35000610351562,38.29199981689453,64.0999984741211,254.5500030517578,125.0,56.209999084472656,18.507999420166016,9.164999961853027,1.4045000076293943,15.37399959564209,28.13999938964844,90.1999969482422
2016-07-29,26.052499771118164,37.94049835205078,167.22000122070312,39.56700134277344,63.970001220703125,252.72999572753903,123.94000244140624,56.68000030517578,17.48900032043457,9.125,1.4275000095367432,15.652667045593262,27.780000686645508,88.94999694824219
2016-08-01,26.512500762939453,38.387001037597656,167.55999755859375,40.047000885009766,63.79999923706055,254.83999633789065,124.30999755859376,56.58000183105469,17.201000213623047,9.437000274658203,1.4182499647140503,15.333999633789062,28.6200008392334,85.86000061035156
2016-08-02,26.1200008392334,38.02899932861328,166.5,40.00600051879883,63.650001525878906,257.0,123.08999633789062,56.58000183105469,16.724000930786133,9.355999946594238,1.4010000228881836,15.146666526794434,28.15999984741211,87.04000091552734
2016-08-03,26.44750022888184,37.73199844360352,166.1199951171875,39.94599914550781,64.66000366210938,256.8500061035156,122.51000213623048,56.970001220703125,16.68400001525879,9.3100004196167,1.4047499895095823,15.052666664123535,28.15999984741211,87.48999786376953
2016-08-04,26.467500686645508,38.03850173950195,166.5500030517578,39.86249923706055,64.55999755859375,257.75,124.36000061035156,57.38999938964844,16.448999404907227,9.343999862670898,1.430750012397766,15.37399959564209,28.399999618530277,87.4800033569336
2016-08-05,26.8700008392334,38.29899978637695,167.6999969482422,40.34650039672852,66.30000305175781,260.2900085449219,125.1500015258789,57.959999084472656,16.631999969482422,9.70300006866455,1.4550000429153442,15.335332870483398,28.790000915527344,87.55999755859375
2016-08-08,27.092500686645508,38.32799911499024,167.39999389648438,40.26150131225586,66.0999984741211,260.19000244140625,125.26000213623048,58.060001373291016,16.444000244140625,9.51099967956543,1.468500018119812,15.077333450317385,29.09000015258789,88.58999633789062
2016-08-09,27.20249938964844,38.41550064086914,167.86000061035156,40.374000549316406,65.87000274658203,260.6600036621094,125.05999755859376,58.20000076293945,16.506000518798828,9.39900016784668,1.472249984741211,15.272000312805176,29.399999618530277,88.69999694824219
2016-08-10,27.0,38.428001403808594,168.2899932861328,40.42449951171875,65.27999877929688,261.29998779296875,124.87999725341795,58.02000045776367,16.558000564575195,9.392999649047852,1.46274995803833,15.043333053588867,29.21999931335449,86.41000366210938
2016-08-11,26.982500076293945,38.5620002746582,167.8800048828125,40.40999984741211,65.45999908447266,262.5400085449219,124.9000015258789,58.29999923706055,16.613000869750977,9.58899974822998,1.4924999475479126,14.994000434875488,29.13999938964844,86.72000122070312
2016-08-12,27.045000076293945,38.62799835205078,169.0399932861328,40.352500915527344,65.31999969482422,264.1499938964844,124.87999725341795,57.939998626708984,16.542999267578125,9.659000396728516,1.5759999752044678,15.040666580200195,29.239999771118164,87.8499984741211
2016-08-15,27.3700008392334,38.42449951171875,168.72999572753906,40.29800033569336,65.72000122070312,266.5,123.9000015258789,58.119998931884766,16.674999237060547,9.531000137329102,1.5744999647140503,15.03933334350586,29.38999938964844,87.80999755859375
2016-08-16,27.34499931335449,38.20199966430664,168.41000366210938,40.05950164794922,65.70999908447266,256.7699890136719,123.3000030517578,57.439998626708984,16.540000915527344,9.51200008392334,1.565000057220459,14.907333374023438,29.07999992370605,87.91999816894531
2016-08-17,27.30500030517578,38.23149871826172,167.9600067138672,40.27099990844727,65.88999938964844,255.63999938964844,124.37000274658205,57.560001373291016,16.402000427246094,9.63700008392334,1.528749942779541,14.88266658782959,28.979999542236328,88.11000061035156
2016-08-18,27.270000457763672,38.22299957275391,167.75,40.13750076293945,65.94999694824219,255.4199981689453,123.91000366210938,57.599998474121094,16.558000564575195,9.616000175476074,1.5525000095367432,14.900667190551758,29.15999984741211,88.91000366210938
2016-08-19,27.34000015258789,37.865501403808594,168.02000427246094,39.98249816894531,65.86000061035156,254.1199951171875,123.55999755859376,57.619998931884766,16.663999557495117,9.586999893188477,1.55649995803833,15.0,28.63999938964844,87.80000305175781
2016-08-22,27.127500534057617,37.9739990234375,167.94000244140625,39.84749984741211,65.80000305175781,254.1999969482422,124.1500015258789,57.66999816894531,16.687999725341797,9.526000022888184,1.562999963760376,14.862000465393066,28.399999618530277,87.98999786376953
2016-08-23,27.212499618530277,38.122501373291016,167.36000061035156,39.829498291015625,65.7699966430664,249.75,124.37000274658205,57.88999938964844,16.841999053955078,9.593999862670898,1.5727499723434448,14.989333152770996,28.5,87.72000122070312
2016-08-24,27.00749969482422,37.86249923706055,167.57000732421875,39.68000030517578,65.94999694824219,248.1199951171875,123.4800033569336,57.95000076293945,16.67799949645996,9.517999649047852,1.5484999418258667,14.841333389282228,28.38999938964844,88.0199966430664
2016-08-25,26.89249992370605,37.96099853515625,164.86000061035156,39.56499862670898,66.06999969482422,248.52999877929688,123.88999938964844,58.16999816894531,16.832000732421875,9.732000350952148,1.538249969482422,14.730667114257812,28.600000381469727,87.45999908447266
2016-08-26,26.73500061035156,38.45000076293945,163.92999267578125,39.6609992980957,66.22000122070312,244.44000244140625,124.95999908447266,58.029998779296875,16.746999740600586,9.758000373840332,1.5507500171661377,14.666000366210938,28.63999938964844,87.2699966430664
2016-08-29,26.70499992370605,38.56449890136719,163.97999572753906,39.79100036621094,66.94999694824219,244.3000030517578,126.54000091552734,58.099998474121094,16.600000381469727,9.729999542236328,1.5497499704360962,14.346667289733888,28.700000762939453,87.83999633789062
2016-08-30,26.5,38.37900161743164,161.9600067138672,39.59600067138672,67.5,239.4499969482422,125.83999633789062,57.88999938964844,16.695999145507812,9.744999885559082,1.5407500267028809,14.089332580566406,28.6200008392334,87.5199966430664
2016-08-31,26.524999618530277,38.45800018310547,162.08999633789062,39.49250030517578,67.5,242.97000122070312,126.12000274658205,57.459999084472656,16.679000854492188,9.744999885559082,1.5334999561309814,14.133999824523926,28.739999771118164,87.13999938964844
2016-09-01,26.6825008392334,38.53099822998047,156.2100067138672,39.56999969482422,67.20999908447266,243.6100006103516,126.16999816894533,57.59000015258789,16.73200035095215,9.73799991607666,1.5787500143051147,13.38466739654541,28.959999084472656,86.83999633789062
2016-09-02,26.9325008392334,38.62200164794922,157.97999572753906,39.84349822998047,67.48999786376953,243.32000732421875,126.51000213623048,57.66999816894531,16.97800064086914,9.73799991607666,1.563249945640564,13.185333251953123,29.13999938964844,87.41999816894531
2016-09-06,26.924999237060547,39.44350051879883,158.05999755859375,40.4010009765625,67.44000244140625,243.0,129.72999572753906,57.61000061035156,17.062999725341797,10.008999824523926,1.5779999494552612,13.522000312805176,29.489999771118164,88.56999969482422
2016-09-07,27.09000015258789,39.2239990234375,155.63999938964844,40.39950180053711,67.16000366210938,241.3699951171875,131.0500030517578,57.65999984741211,17.17099952697754,9.914999961853027,1.5547499656677246,13.447333335876465,29.81999969482422,88.23999786376953
2016-09-08,26.3799991607666,39.20299911499024,153.47000122070312,40.141998291015625,67.25,241.6300048828125,130.27000427246094,57.43000030517578,17.264999389648438,9.965999603271484,1.565999984741211,13.157333374023438,29.790000915527344,89.05000305175781
2016-09-09,25.78249931335449,38.00699996948242,150.6999969482422,39.42399978637695,66.6500015258789,237.94000244140625,127.0999984741211,56.209999084472656,17.06999969482422,9.649999618530272,1.4880000352859497,12.964667320251465,28.59000015258789,86.83999633789062
2016-09-12,26.36000061035156,38.574501037597656,151.69000244140625,39.94100189208984,67.05999755859375,238.8000030517578,128.69000244140625,57.04999923706055,17.2450008392334,9.904999732971191,1.5187499523162842,13.220000267028809,28.989999771118164,87.29000091552734
2016-09-13,26.987499237060547,38.05049896240234,150.74000549316406,39.43600082397461,66.52999877929688,237.41000366210935,127.20999908447266,56.529998779296875,16.993000030517578,9.609000205993652,1.496749997138977,13.06999969482422,28.489999771118164,85.20999908447266
2016-09-14,27.9424991607666,38.054500579833984,150.69000244140625,39.52299880981445,66.4000015258789,237.41000366210935,127.7699966430664,56.2599983215332,16.839000701904297,9.701000213623049,1.5099999904632568,13.093999862670898,28.6200008392334,84.5999984741211
2016-09-15,28.89249992370605,38.484500885009766,152.6699981689453,40.061500549316406,66.63999938964844,239.08999633789065,128.35000610351562,57.189998626708984,16.761999130249023,9.734000205993652,1.5672500133514404,13.361332893371582,29.18000030517578,85.08000183105469
2016-09-16,28.729999542236328,38.92599868774414,152.35000610351562,39.89849853515625,65.81999969482422,237.4499969482422,129.07000732421875,57.25,16.483999252319336,9.947999954223633,1.5709999799728394,13.69333267211914,28.90999984741211,84.02999877929688
2016-09-19,28.395000457763672,38.755001068115234,151.7899932861328,39.76950073242188,66.19000244140625,240.8800048828125,128.64999389648438,56.93000030517578,16.424999237060547,9.805999755859377,1.5917500257492063,13.755999565124512,29.93000030517578,83.83000183105469
2016-09-20,28.39249992370605,39.01100158691406,152.1699981689453,39.98899841308594,66.45999908447266,240.47999572753903,128.63999938964844,56.810001373291016,16.655000686645508,9.824999809265137,1.5772500038146973,13.642666816711426,29.899999618530277,82.54000091552734
2016-09-21,28.387500762939453,39.48699951171875,152.6999969482422,40.25149917602539,66.83999633789062,243.82000732421875,129.94000244140625,57.7599983215332,16.76300048828125,9.48799991607666,1.621500015258789,13.6813325881958,30.5,83.30000305175781
2016-09-22,28.655000686645508,40.23500061035156,153.14999389648438,40.79750061035156,67.38999938964844,246.6199951171875,130.0800018310547,57.81999969482422,17.030000686645508,9.583000183105469,1.625499963760376,13.76200008392334,30.65999984741211,83.54000091552734
2016-09-23,28.177499771118164,40.28749847412109,152.52999877929688,40.74800109863281,67.25,245.83999633789065,127.95999908447266,57.43000030517578,17.17799949645996,9.593999862670898,1.6237499713897705,13.829999923706056,30.1200008392334,83.44999694824219
2016-09-26,28.21999931335449,39.95800018310547,151.19000244140625,40.13249969482422,65.77999877929688,245.52999877929688,127.30999755859376,56.900001525878906,17.086999893188477,9.456000328063965,1.6085000038146973,13.932666778564451,29.84000015258789,83.05999755859375
2016-09-27,28.272499084472656,40.80550003051758,150.4499969482422,40.5364990234375,66.36000061035156,245.7899932861328,128.69000244140625,57.95000076293945,16.9060001373291,9.70699977874756,1.66349995136261,13.720666885375977,30.399999618530277,83.23999786376953
2016-09-28,28.487499237060547,41.43600082397461,149.41000366210938,40.50299835205078,66.70999908447266,245.75,129.22999572753906,58.029998779296875,17.024999618530273,9.748000144958496,1.6694999933242798,13.751333236694336,30.32999992370605,86.9000015258789
2016-09-29,28.045000076293945,41.45249938964844,147.49000549316406,40.13199996948242,65.6500015258789,242.33999633789065,128.08999633789062,57.400001525878906,16.573999404907227,9.666999816894531,1.684999942779541,13.380000114440918,30.399999618530277,86.45999908447266
2016-09-30,28.262500762939453,41.865501403808594,152.50999450683594,40.20299911499024,66.58999633789062,239.72000122070312,128.27000427246094,57.599998474121094,16.743999481201172,9.854999542236328,1.7130000591278076,13.60200023651123,30.59000015258789,87.27999877929688
2016-10-03,28.1299991607666,41.83700180053711,151.00999450683594,40.01900100708008,66.51000213623047,240.5800018310547,128.77000427246094,57.41999816894531,16.384000778198242,10.262999534606934,1.7112499475479126,14.24666690826416,30.71999931335449,87.05000305175781
2016-10-04,28.25,41.70149993896485,150.47999572753906,40.13949966430664,66.5999984741211,237.1000061035156,128.19000244140625,57.2400016784668,17.049999237060547,10.234000205993652,1.7074999809265137,14.093999862670898,30.38999938964844,86.25
2016-10-05,28.262500762939453,42.21799850463867,149.97999572753906,40.061500549316406,67.69000244140625,236.6000061035156,128.47000122070312,57.63999938964844,17.10099983215332,10.628000259399414,1.7057499885559082,13.897333145141602,30.530000686645508,87.0
2016-10-06,28.47249984741211,42.08300018310547,149.47000122070312,40.15399932861328,67.87000274658203,234.72000122070312,128.74000549316406,57.7400016784668,17.277000427246094,10.506999969482422,1.683500051498413,13.399999618530272,30.770000457763672,87.04000091552734
2016-10-07,28.51499938964844,41.97150039672852,149.99000549316406,40.03549957275391,68.11000061035156,233.52999877929688,128.99000549316406,57.79999923706055,17.29800033569336,10.482000350952148,1.6712499856948853,13.107333183288574,31.18000030517578,86.73999786376953
2016-10-10,29.012500762939453,42.08549880981445,150.27999877929688,40.70849990844727,68.63999938964844,233.2899932861328,130.24000549316406,58.040000915527344,17.4689998626709,10.333000183105469,1.6775000095367432,13.396666526794434,31.280000686645508,88.44000244140625
