Date,DAX,DOW,FTSE,HSI,IWM,NIKKEI,QQQ,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
1965-01-05,,,,,,1257.719970703125,,,,,,,,,,,,,
1965-01-06,,,,,,1263.989990234375,,,,,,,,,,,,,
1965-01-07,,,,,,1274.27001953125,,,,,,,,,,,,,
1965-01-08,,,,,,1286.4300537109375,,,,,,,,,,,,,
1965-01-12,,,,,,1288.5400390625,,,,,,,,,,,,,
1965-01-13,,,,,,1281.6700439453125,,,,,,,,,,,,,
1965-01-14,,,,,,1289.5,,,,,,,,,,,,,
1965-01-18,,,,,,1271.6800537109375,,,,,,,,,,,,,
1965-01-19,,,,,,1270.3399658203125,,,,,,,,,,,,,
1965-01-20,,,,,,1268.8800048828125,,,,,,,,,,,,,
1965-01-21,,,,,,1270.4599609375,,,,,,,,,,,,,
1965-01-22,,,,,,1261.8299560546875,,,,,,,,,,,,,
1965-01-25,,,,,,1249.719970703125,,,,,,,,,,,,,
1965-01-26,,,,,,1248.050048828125,,,,,,,,,,,,,
1965-01-27,,,,,,1258.2099609375,,,,,,,,,,,,,
1965-01-28,,,,,,1247.199951171875,,,,,,,,,,,,,
1965-01-29,,,,,,1242.27001953125,,,,,,,,,,,,,
1965-02-01,,,,,,1242.8299560546875,,,,,,,,,,,,,
1965-02-02,,,,,,1238.75,,,,,,,,,,,,,
1965-02-03,,,,,,1248.030029296875,,,,,,,,,,,,,
1965-02-04,,,,,,1261.5999755859375,,,,,,,,,,,,,
1965-02-05,,,,,,1263.5899658203125,,,,,,,,,,,,,
1965-02-08,,,,,,1258.9300537109375,,,,,,,,,,,,,
1965-02-09,,,,,,1251.6800537109375,,,,,,,,,,,,,
1965-02-10,,,,,,1248.6099853515625,,,,,,,,,,,,,
1965-02-12,,,,,,1257.93994140625,,,,,,,,,,,,,
1965-02-15,,,,,,1249.5,,,,,,,,,,,,,
1965-02-16,,,,,,1247.010009765625,,,,,,,,,,,,,
1965-02-17,,,,,,1237.0799560546875,,,,,,,,,,,,,
1965-02-18,,,,,,1241.4100341796875,,,,,,,,,,,,,
1965-02-19,,,,,,1237.3499755859375,,,,,,,,,,,,,
1965-02-22,,,,,,1224.8199462890625,,,,,,,,,,,,,
1965-02-23,,,,,,1223.5899658203125,,,,,,,,,,,,,
1965-02-24,,,,,,1219.0999755859375,,,,,,,,,,,,,
1965-02-25,,,,,,1216.7099609375,,,,,,,,,,,,,
1965-02-26,,,,,,1213.0699462890625,,,,,,,,,,,,,
1965-03-01,,,,,,1206.47998046875,,,,,,,,,,,,,
1965-03-02,,,,,,1202.5400390625,,,,,,,,,,,,,
1965-03-03,,,,,,1207.8199462890625,,,,,,,,,,,,,
1965-03-04,,,,,,1213.030029296875,,,,,,,,,,,,,
1965-03-05,,,,,,1209.6400146484375,,,,,,,,,,,,,
1965-03-08,,,,,,1190.97998046875,,,,,,,,,,,,,
1965-03-09,,,,,,1178.4300537109375,,,,,,,,,,,,,
1965-03-10,,,,,,1173.3399658203125,,,,,,,,,,,,,
1965-03-11,,,,,,1164.6300048828125,,,,,,,,,,,,,
1965-03-12,,,,,,1175.8599853515625,,,,,,,,,,,,,
1965-03-15,,,,,,1188.489990234375,,,,,,,,,,,,,
1965-03-16,,,,,,1181.219970703125,,,,,,,,,,,,,
1965-03-17,,,,,,1175.800048828125,,,,,,,,,,,,,
1965-03-18,,,,,,1182.68994140625,,,,,,,,,,,,,
1965-03-19,,,,,,1175.8800048828125,,,,,,,,,,,,,
1965-03-23,,,,,,1167.7900390625,,,,,,,,,,,,,
1965-03-24,,,,,,1157.050048828125,,,,,,,,,,,,,
1965-03-25,,,,,,1157.0699462890625,,,,,,,,,,,,,
1965-03-26,,,,,,1162.77001953125,,,,,,,,,,,,,
1965-03-29,,,,,,1188.7900390625,,,,,,,,,,,,,
1965-03-30,,,,,,1139.800048828125,,,,,,,,,,,,,
1965-03-31,,,,,,1132.77001953125,,,,,,,,,,,,,
1965-04-01,,,,,,1127.5799560546875,,,,,,,,,,,,,
1965-04-02,,,,,,1128.5699462890625,,,,,,,,,,,,,
1965-04-05,,,,,,1124.449951171875,,,,,,,,,,,,,
1965-04-06,,,,,,1154.3900146484375,,,,,,,,,,,,,
1965-04-07,,,,,,1159.97998046875,,,,,,,,,,,,,
1965-04-08,,,,,,1183.1199951171875,,,,,,,,,,,,,
1965-04-09,,,,,,1180.5699462890625,,,,,,,,,,,,,
1965-04-12,,,,,,1163.0,,,,,,,,,,,,,
1965-04-13,,,,,,1149.4100341796875,,,,,,,,,,,,,
1965-04-14,,,,,,1142.22998046875,,,,,,,,,,,,,
1965-04-15,,,,,,1161.72998046875,,,,,,,,,,,,,
1965-04-16,,,,,,1148.2099609375,,,,,,,,,,,,,
1965-04-19,,,,,,1136.1300048828125,,,,,,,,,,,,,
1965-04-20,,,,,,1131.1700439453125,,,,,,,,,,,,,
1965-04-21,,,,,,1119.8599853515625,,,,,,,,,,,,,
1965-04-22,,,,,,1144.550048828125,,,,,,,,,,,,,
1965-04-23,,,,,,1133.300048828125,,,,,,,,,,,,,
1965-04-26,,,,,,1144.219970703125,,,,,,,,,,,,,
1965-04-27,,,,,,1150.0799560546875,,,,,,,,,,,,,
1965-04-28,,,,,,1171.06005859375,,,,,,,,,,,,,
1965-04-30,,,,,,1176.6400146484375,,,,,,,,,,,,,
1965-05-06,,,,,,1163.510009765625,,,,,,,,,,,,,
1965-05-07,,,,,,1162.6300048828125,,,,,,,,,,,,,
1965-05-10,,,,,,1162.5,,,,,,,,,,,,,
1965-05-11,,,,,,1163.8699951171875,,,,,,,,,,,,,
1965-05-12,,,,,,1157.1700439453125,,,,,,,,,,,,,
1965-05-13,,,,,,1159.8599853515625,,,,,,,,,,,,,
1965-05-14,,,,,,1150.469970703125,,,,,,,,,,,,,
1965-05-17,,,,,,1149.0,,,,,,,,,,,,,
1965-05-18,,,,,,1147.25,,,,,,,,,,,,,
1965-05-19,,,,,,1140.7900390625,,,,,,,,,,,,,
1965-05-20,,,,,,1141.22998046875,,,,,,,,,,,,,
1965-05-21,,,,,,1142.68994140625,,,,,,,,,,,,,
1965-05-24,,,,,,1133.6300048828125,,,,,,,,,,,,,
1965-05-25,,,,,,1124.8299560546875,,,,,,,,,,,,,
1965-05-26,,,,,,1117.6600341796875,,,,,,,,,,,,,
1965-05-27,,,,,,1101.0,,,,,,,,,,,,,
1965-05-28,,,,,,1081.510009765625,,,,,,,,,,,,,
1965-05-31,,,,,,1096.5999755859375,,,,,,,,,,,,,
1965-06-01,,,,,,1092.8499755859375,,,,,,,,,,,,,
1965-06-02,,,,,,1119.260009765625,,,,,,,,,,,,,
1965-06-03,,,,,,1131.3199462890625,,,,,,,,,,,,,
1965-06-04,,,,,,1120.530029296875,,,,,,,,,,,,,
1965-06-07,,,,,,1114.52001953125,,,,,,,,,,,,,
1965-06-08,,,,,,1109.4200439453125,,,,,,,,,,,,,
1965-06-09,,,,,,1101.3499755859375,,,,,,,,,,,,,
1965-06-10,,,,,,1090.3800048828125,,,,,,,,,,,,,
1965-06-11,,,,,,1093.1400146484375,,,,,,,,,,,,,
1965-06-14,,,,,,1080.2900390625,,,,,,,,,,,,,
1965-06-15,,,,,,1069.0699462890625,,,,,,,,,,,,,
1965-06-16,,,,,,1062.6800537109375,,,,,,,,,,,,,
1965-06-17,,,,,,1055.5999755859375,,,,,,,,,,,,,
1965-06-18,,,,,,1080.2099609375,,,,,,,,,,,,,
1965-06-21,,,,,,1075.5999755859375,,,,,,,,,,,,,
1965-06-22,,,,,,1104.030029296875,,,,,,,,,,,,,
1965-06-23,,,,,,1091.1700439453125,,,,,,,,,,,,,
1965-06-24,,,,,,1090.6600341796875,,,,,,,,,,,,,
1965-06-25,,,,,,1096.56005859375,,,,,,,,,,,,,
1965-06-28,,,,,,1072.4100341796875,,,,,,,,,,,,,
1965-06-29,,,,,,1067.719970703125,,,,,,,,,,,,,
1965-06-30,,,,,,1060.1099853515625,,,,,,,,,,,,,
1965-07-01,,,,,,1064.5899658203125,,,,,,,,,,,,,
1965-07-02,,,,,,1065.8900146484375,,,,,,,,,,,,,
1965-07-05,,,,,,1049.0699462890625,,,,,,,,,,,,,
1965-07-06,,,,,,1046.97998046875,,,,,,,,,,,,,
1965-07-07,,,,,,1037.52001953125,,,,,,,,,,,,,
1965-07-08,,,,,,1038.449951171875,,,,,,,,,,,,,
1965-07-09,,,,,,1032.949951171875,,,,,,,,,,,,,
1965-07-12,,,,,,1020.489990234375,,,,,,,,,,,,,
1965-07-13,,,,,,1026.77001953125,,,,,,,,,,,,,
1965-07-14,,,,,,1033.1400146484375,,,,,,,,,,,,,
1965-07-15,,,,,,1024.6800537109375,,,,,,,,,,,,,
1965-07-16,,,,,,1037.969970703125,,,,,,,,,,,,,
1965-07-19,,,,,,1037.52001953125,,,,,,,,,,,,,
1965-07-21,,,,,,1045.68994140625,,,,,,,,,,,,,
1965-07-22,,,,,,1036.0699462890625,,,,,,,,,,,,,
1965-07-23,,,,,,1027.8499755859375,,,,,,,,,,,,,
1965-07-26,,,,,,1034.3399658203125,,,,,,,,,,,,,
1965-07-27,,,,,,1052.06005859375,,,,,,,,,,,,,
1965-07-28,,,,,,1066.18994140625,,,,,,,,,,,,,
1965-07-29,,,,,,1085.4100341796875,,,,,,,,,,,,,
1965-07-30,,,,,,1097.199951171875,,,,,,,,,,,,,
1965-08-02,,,,,,1120.5899658203125,,,,,,,,,,,,,
1965-08-03,,,,,,1111.68994140625,,,,,,,,,,,,,
1965-08-04,,,,,,1135.31005859375,,,,,,,,,,,,,
1965-08-05,,,,,,1153.7099609375,,,,,,,,,,,,,
1965-08-06,,,,,,1145.8699951171875,,,,,,,,,,,,,
1965-08-09,,,,,,1150.5699462890625,,,,,,,,,,,,,
1965-08-10,,,,,,1133.0,,,,,,,,,,,,,
1965-08-11,,,,,,1122.0899658203125,,,,,,,,,,,,,
1965-08-12,,,,,,1130.3299560546875,,,,,,,,,,,,,
1965-08-13,,,,,,1146.6600341796875,,,,,,,,,,,,,
1965-08-16,,,,,,1158.3499755859375,,,,,,,,,,,,,
1965-08-17,,,,,,1151.77001953125,,,,,,,,,,,,,
1965-08-18,,,,,,1157.02001953125,,,,,,,,,,,,,
1965-08-19,,,,,,1168.6199951171875,,,,,,,,,,,,,
1965-08-20,,,,,,1165.81005859375,,,,,,,,,,,,,
1965-08-23,,,,,,1170.9200439453125,,,,,,,,,,,,,
1965-08-24,,,,,,1183.3399658203125,,,,,,,,,,,,,
1965-08-25,,,,,,1198.9100341796875,,,,,,,,,,,,,
1965-08-26,,,,,,1198.3800048828125,,,,,,,,,,,,,
1965-08-27,,,,,,1214.949951171875,,,,,,,,,,,,,
1965-08-30,,,,,,1245.489990234375,,,,,,,,,,,,,
1965-08-31,,,,,,1255.5799560546875,,,,,,,,,,,,,
1965-09-01,,,,,,1249.719970703125,,,,,,,,,,,,,
1965-09-02,,,,,,1240.0699462890625,,,,,,,,,,,,,
1965-09-03,,,,,,1256.219970703125,,,,,,,,,,,,,
1965-09-06,,,,,,1235.780029296875,,,,,,,,,,,,,
1965-09-07,,,,,,1239.97998046875,,,,,,,,,,,,,
1965-09-08,,,,,,1260.02001953125,,,,,,,,,,,,,
1965-09-09,,,,,,1277.1500244140625,,,,,,,,,,,,,
1965-09-10,,,,,,1273.22998046875,,,,,,,,,,,,,
1965-09-13,,,,,,1250.2900390625,,,,,,,,,,,,,
1965-09-14,,,,,,1250.0999755859375,,,,,,,,,,,,,
1965-09-16,,,,,,1242.949951171875,,,,,,,,,,,,,
1965-09-17,,,,,,1266.4000244140625,,,,,,,,,,,,,
1965-09-20,,,,,,1271.760009765625,,,,,,,,,,,,,
1965-09-21,,,,,,1253.25,,,,,,,,,,,,,
1965-09-22,,,,,,1252.1600341796875,,,,,,,,,,,,,
1965-09-24,,,,,,1243.4000244140625,,,,,,,,,,,,,
1965-09-27,,,,,,1233.4100341796875,,,,,,,,,,,,,
1965-09-28,,,,,,1251.8800048828125,,,,,,,,,,,,,
1965-09-29,,,,,,1235.81005859375,,,,,,,,,,,,,
1965-09-30,,,,,,1223.739990234375,,,,,,,,,,,,,
1965-10-01,,,,,,1210.1099853515625,,,,,,,,,,,,,
1965-10-04,,,,,,1204.47998046875,,,,,,,,,,,,,
1965-10-05,,,,,,1191.8900146484375,,,,,,,,,,,,,
1965-10-06,,,,,,1201.9000244140625,,,,,,,,,,,,,
1965-10-07,,,,,,1207.4599609375,,,,,,,,,,,,,
1965-10-08,,,,,,1198.1099853515625,,,,,,,,,,,,,
1965-10-12,,,,,,1233.77001953125,,,,,,,,,,,,,
1965-10-13,,,,,,1258.3399658203125,,,,,,,,,,,,,
1965-10-14,,,,,,1243.550048828125,,,,,,,,,,,,,
1965-10-15,,,,,,1253.8699951171875,,,,,,,,,,,,,
1965-10-18,,,,,,1248.8399658203125,,,,,,,,,,,,,
1965-10-19,,,,,,1253.3399658203125,,,,,,,,,,,,,
1965-10-20,,,,,,1242.77001953125,,,,,,,,,,,,,
1965-10-21,,,,,,1242.239990234375,,,,,,,,,,,,,
1965-10-22,,,,,,1240.8599853515625,,,,,,,,,,,,,
1965-10-25,,,,,,1222.8299560546875,,,,,,,,,,,,,
1965-10-26,,,,,,1234.739990234375,,,,,,,,,,,,,
1965-10-27,,,,,,1247.4200439453125,,,,,,,,,,,,,
1965-10-28,,,,,,1250.3699951171875,,,,,,,,,,,,,
1965-10-29,,,,,,1250.6800537109375,,,,,,,,,,,,,
1965-11-01,,,,,,1268.0,,,,,,,,,,,,,
1965-11-02,,,,,,1264.5999755859375,,,,,,,,,,,,,
1965-11-04,,,,,,1268.6400146484375,,,,,,,,,,,,,
1965-11-05,,,,,,1262.800048828125,,,,,,,,,,,,,
1965-11-08,,,,,,1284.31005859375,,,,,,,,,,,,,
1965-11-09,,,,,,1295.4200439453125,,,,,,,,,,,,,
1965-11-10,,,,,,1300.969970703125,,,,,,,,,,,,,
1965-11-11,,,,,,1304.9000244140625,,,,,,,,,,,,,
1965-11-12,,,,,,1323.1099853515625,,,,,,,,,,,,,
1965-11-15,,,,,,1304.219970703125,,,,,,,,,,,,,
1965-11-16,,,,,,1319.8699951171875,,,,,,,,,,,,,
1965-11-17,,,,,,1313.81005859375,,,,,,,,,,,,,
1965-11-18,,,,,,1340.469970703125,,,,,,,,,,,,,
1965-11-19,,,,,,1329.280029296875,,,,,,,,,,,,,
1965-11-22,,,,,,1343.6700439453125,,,,,,,,,,,,,
1965-11-24,,,,,,1354.4200439453125,,,,,,,,,,,,,
1965-11-25,,,,,,1325.56005859375,,,,,,,,,,,,,
1965-11-26,,,,,,1335.9300537109375,,,,,,,,,,,,,
1965-11-29,,,,,,1359.81005859375,,,,,,,,,,,,,
1965-11-30,,,,,,1373.1600341796875,,,,,,,,,,,,,
1965-12-01,,,,,,1377.6700439453125,,,,,,,,,,,,,
1965-12-02,,,,,,1409.0699462890625,,,,,,,,,,,,,
1965-12-03,,,,,,1376.56005859375,,,,,,,,,,,,,
1965-12-06,,,,,,1315.260009765625,,,,,,,,,,,,,
1965-12-07,,,,,,1349.300048828125,,,,,,,,,,,,,
1965-12-08,,,,,,1357.780029296875,,,,,,,,,,,,,
1965-12-09,,,,,,1330.0799560546875,,,,,,,,,,,,,
1965-12-10,,,,,,1334.93994140625,,,,,,,,,,,,,
1965-12-13,,,,,,1340.050048828125,,,,,,,,,,,,,
1965-12-14,,,,,,1347.8299560546875,,,,,,,,,,,,,
1965-12-15,,,,,,1362.81005859375,,,,,,,,,,,,,
1965-12-16,,,,,,1373.6199951171875,,,,,,,,,,,,,
1965-12-17,,,,,,1369.8399658203125,,,,,,,,,,,,,
1965-12-20,,,,,,1367.4200439453125,,,,,,,,,,,,,
1965-12-21,,,,,,1364.969970703125,,,,,,,,,,,,,
1965-12-22,,,,,,1373.7900390625,,,,,,,,,,,,,
1965-12-24,,,,,,1389.2900390625,,,,,,,,,,,,,
1965-12-27,,,,,,1412.77001953125,,,,,,,,,,,,,
1965-12-28,,,,,,1417.8299560546875,,,,,,,,,,,,,
1965-12-29,,,,,,1417.8299560546875,,,,,,,,,,,,,
1965-12-30,,,,,,1417.8299560546875,,,,,,,,,,,,,
1966-01-04,,,,,,1430.1300048828125,,,,,,,,,,,,,
1966-01-05,,,,,,1414.8699951171875,,,,,,,,,,,,,
1966-01-06,,,,,,1434.93994140625,,,,,,,,,,,,,
1966-01-07,,,,,,1428.530029296875,,,,,,,,,,,,,
